org            	tool           	seed_num       	l              	w              	w/l            	f              	tpr            	tnr            	ToolCpuTime    	ToolMem        	ToolVMem       	ConCoverage    	QuCoverage     	seed                                    
ce10.chrV      	phRAIDER       	0              	32             	32             	1.0            	2              	0.671          	0.798          	NA             	NA             	NA             	0.971          	0.719          		1^{32}
ce10.chrV      	phRAIDER       	5              	34             	32             	0.941          	2              	0.693          	0.784          	NA             	NA             	NA             	0.971          	0.738          		101^{13}01^{13}1^{5}
ce10.chrV      	phRAIDER       	19             	34             	32             	0.941          	2              	0.696          	0.786          	NA             	NA             	NA             	0.972          	0.739          		1^{4}01^{4}1^{4}1^{4}1^{4}1^{3}01^{4}1^{4}1
ce10.chrV      	phRAIDER       	1              	34             	32             	0.941          	2              	0.689          	0.781          	NA             	NA             	NA             	0.972          	0.738          		1^{4}01^{4}1^{3}01^{4}1^{4}1^{4}1^{4}1^{4}1
ce10.chrV      	phRAIDER       	3              	34             	32             	0.941          	2              	0.691          	0.782          	NA             	NA             	NA             	0.972          	0.741          		1^{8}01^{4}01^{8}1^{8}1^{4}
ce10.chrV      	phRAIDER       	15             	34             	32             	0.941          	2              	0.696          	0.789          	NA             	NA             	NA             	0.972          	0.737          		1^{21}01^{4}01^{4}1^{3}
ce10.chrV      	phRAIDER       	8              	34             	32             	0.941          	2              	0.695          	0.784          	NA             	NA             	NA             	0.972          	0.739          		1^{3}01^{3}1^{3}1^{3}1^{3}1101^{3}1^{3}1^{3}1^{3}1^{3}
ce10.chrV      	phRAIDER       	13             	34             	32             	0.941          	2              	0.692          	0.795          	NA             	NA             	NA             	0.972          	0.733          		1^{25}001^{7}
ce10.chrV      	phRAIDER       	11             	34             	32             	0.941          	2              	0.689          	0.773          	NA             	NA             	NA             	0.972          	0.74           		1^{5}01^{3}01^{5}1^{5}1^{5}1^{5}1^{3}1
ce10.chrV      	phRAIDER       	9              	34             	32             	0.941          	2              	0.697          	0.782          	NA             	NA             	NA             	0.972          	0.741          		1^{4}01^{4}1^{4}1^{4}1101^{4}1^{4}1^{4}11
ce10.chrV      	phRAIDER       	23             	34             	32             	0.941          	2              	0.698          	0.784          	NA             	NA             	NA             	0.972          	0.743          		1^{17}01^{4}01^{4}1^{4}1^{3}
ce10.chrV      	phRAIDER       	16             	34             	32             	0.941          	2              	0.691          	0.788          	NA             	NA             	NA             	0.972          	0.731          		1^{26}001^{6}
ce10.chrV      	phRAIDER       	24             	34             	32             	0.941          	2              	0.693          	0.791          	NA             	NA             	NA             	0.972          	0.731          		1101^{26}01^{4}
ce10.chrV      	phRAIDER       	12             	34             	32             	0.941          	2              	0.693          	0.792          	NA             	NA             	NA             	0.972          	0.737          		1^{8}01^{8}1^{8}1^{5}01^{3}
ce10.chrV      	phRAIDER       	22             	34             	32             	0.941          	2              	0.689          	0.789          	NA             	NA             	NA             	0.971          	0.728          		1101^{29}01
ce10.chrV      	phRAIDER       	18             	34             	32             	0.941          	2              	0.691          	0.788          	NA             	NA             	NA             	0.971          	0.738          		1^{13}01^{13}1^{5}01
ce10.chrV      	phRAIDER       	6              	34             	32             	0.941          	2              	0.689          	0.786          	NA             	NA             	NA             	0.971          	0.737          		101^{11}01^{11}1^{9}
ce10.chrV      	phRAIDER       	21             	34             	32             	0.941          	2              	0.686          	0.785          	NA             	NA             	NA             	0.972          	0.734          		1^{4}01101^{4}1^{4}1^{4}1^{4}1^{4}1^{4}11
ce10.chrV      	phRAIDER       	2              	34             	32             	0.941          	2              	0.691          	0.79           	NA             	NA             	NA             	0.972          	0.735          		1^{4}01^{4}1^{4}1^{4}1^{4}1^{4}1^{4}101^{3}
ce10.chrV      	phRAIDER       	17             	34             	32             	0.941          	2              	0.695          	0.78           	NA             	NA             	NA             	0.972          	0.74           		1^{11}01^{11}1^{3}01^{3}1^{3}1
ce10.chrV      	phRAIDER       	7              	34             	32             	0.941          	2              	0.692          	0.785          	NA             	NA             	NA             	0.972          	0.738          		1^{11}01^{11}1^{8}011
ce10.chrV      	phRAIDER       	14             	34             	32             	0.941          	2              	0.69           	0.78           	NA             	NA             	NA             	0.972          	0.738          		1^{4}01^{4}1101^{4}1^{4}1^{4}1^{4}1^{4}11
