org            	tool           	seed_num       	l              	w              	w/l            	f              	tpr            	tnr            	ToolCpuTime    	ToolMem        	ToolVMem       	ConCoverage    	QuCoverage     	seed                                    
ce10.chrV      	phRAIDER       	17             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{15}01^{3}01^{3}101^{3}01^{15}
ce10.chrV      	phRAIDER       	29             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{11}01^{6}01^{6}01^{6}01^{11}
ce10.chrV      	phRAIDER       	25             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{11}0101^{11}1^{5}0101^{11}
ce10.chrV      	phRAIDER       	37             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{12}01101^{12}01101^{12}
ce10.chrV      	phRAIDER       	33             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{4}01^{4}1^{4}101^{4}1^{4}1^{4}1101^{4}1^{4}101^{4}
ce10.chrV      	phRAIDER       	6              	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1101^{4}01^{4}1^{4}1^{4}1^{4}1^{4}1^{4}1^{4}01^{4}011
ce10.chrV      	phRAIDER       	2              	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1101^{8}01^{8}1^{8}1^{4}01^{8}011
ce10.chrV      	phRAIDER       	14             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		101^{9}01^{9}1^{9}1101^{9}01
ce10.chrV      	phRAIDER       	10             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{7}01^{6}01^{7}1^{7}01^{6}01^{7}
ce10.chrV      	phRAIDER       	22             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{3}01^{3}1^{3}1101^{3}1^{3}1^{3}1^{3}1^{3}1^{3}01^{3}1^{3}1101^{3}
ce10.chrV      	phRAIDER       	18             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		101^{13}01^{12}01^{13}01
ce10.chrV      	phRAIDER       	30             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{9}01^{9}01^{4}01^{9}01^{9}
ce10.chrV      	phRAIDER       	26             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{8}01^{6}01^{8}1^{4}01^{6}01^{8}
ce10.chrV      	phRAIDER       	4              	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		101^{16}01^{6}01^{16}01
ce10.chrV      	phRAIDER       	38             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{5}0101^{5}1^{5}1^{5}1^{5}1^{5}1^{3}0101^{5}
ce10.chrV      	phRAIDER       	0              	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{5}01^{3}01^{5}1^{5}1^{5}1^{5}1^{3}101^{3}01^{5}
ce10.chrV      	phRAIDER       	34             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{9}01^{3}01^{9}1^{3}1^{3}101^{3}01^{9}
ce10.chrV      	phRAIDER       	12             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{7}01^{7}1^{4}01^{4}01^{7}1^{4}01^{7}
ce10.chrV      	phRAIDER       	8              	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{4}01^{3}01^{4}1^{4}1^{4}1^{4}1^{4}1^{4}1101^{3}01^{4}
ce10.chrV      	phRAIDER       	20             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{14}0101^{10}0101^{14}
ce10.chrV      	phRAIDER       	16             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{17}01^{3}001^{3}01^{17}
ce10.chrV      	phRAIDER       	28             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{5}01^{5}1101^{5}1^{5}1^{5}101^{5}1101^{5}
ce10.chrV      	phRAIDER       	24             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{6}01^{4}01^{6}1^{6}1^{6}1101^{4}01^{6}
ce10.chrV      	phRAIDER       	36             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{6}01^{3}01^{6}1^{6}1^{6}1^{3}101^{3}01^{6}
ce10.chrV      	phRAIDER       	32             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{12}001^{12}1^{4}001^{12}
ce10.chrV      	phRAIDER       	7              	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{5}01^{5}101^{5}1^{5}1^{5}1^{3}01^{5}101^{5}
ce10.chrV      	phRAIDER       	3              	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{9}01^{7}01^{7}101^{7}01^{9}
ce10.chrV      	phRAIDER       	15             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{10}01^{7}01^{6}01^{7}01^{10}
ce10.chrV      	phRAIDER       	11             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{18}010110101^{18}
ce10.chrV      	phRAIDER       	23             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{7}01^{7}01^{7}1^{5}01^{7}01^{7}
ce10.chrV      	phRAIDER       	19             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{8}0101^{8}1^{8}1^{6}0101^{8}
ce10.chrV      	phRAIDER       	31             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		101^{19}001^{19}01
ce10.chrV      	phRAIDER       	27             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{5}01^{5}1^{5}101^{5}1^{3}01^{5}1^{5}101^{5}
ce10.chrV      	phRAIDER       	5              	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{8}01^{5}01^{8}1^{5}101^{5}01^{8}
ce10.chrV      	phRAIDER       	39             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		101^{5}01^{5}1^{5}1^{5}1^{5}1^{5}1^{3}01^{5}01
ce10.chrV      	phRAIDER       	1              	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{6}01^{5}01^{6}1^{6}1^{6}01^{5}01^{6}
ce10.chrV      	phRAIDER       	35             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{9}01^{6}01^{9}101^{6}01^{9}
ce10.chrV      	phRAIDER       	13             	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		101^{10}01^{10}1^{8}01^{10}01
ce10.chrV      	phRAIDER       	9              	44             	40             	0.909          	3              	NA             	NA             	NA             	NA             	NA             	NA             	NA             		1^{6}01101^{6}1^{6}1^{6}1^{6}01101^{6}
