org            	tool           	seed_num       	l              	w              	w/l            	f              	tpr            	tnr            	ToolCpuTime    	ToolMem        	ToolVMem       	ConCoverage    	QuCoverage     	seed                                    
ce10.chrV      	RepeatScout    	-1             	NA             	NA             	NA             	2              	0.698          	0.891          	3652           	201089024      	325971968      	0.985          	0.663          		NA
ce10.chrV      	phRAIDER       	9              	94             	40             	0.426          	2              	0.653          	0.766          	11             	659177472      	781590528      	0.975          	0.806          		1101111000110100110000010111100000011000110000111000101110101001100100001100010010010000011001
ce10.chrV      	phRAIDER       	5              	94             	40             	0.426          	2              	0.664          	0.772          	12             	0              	0              	0.956          	0.81           		1000110000010001001011110000001001000101110110011101011000100110000010011110000100001001110111
ce10.chrV      	phRAIDER       	1              	94             	40             	0.426          	2              	0.647          	0.771          	11             	0              	0              	0.967          	0.803          		1001100001100001101011010101011000110001100001110010011100110001010001101000100010000011010011
ce10.chrV      	phRAIDER       	19             	94             	40             	0.426          	2              	0.655          	0.775          	11             	511344640      	633708544      	0.975          	0.809          		1110011011101010011010101101011011001010000100100110110001000001001110000001010000010011000001
ce10.chrV      	phRAIDER       	15             	94             	40             	0.426          	2              	0.652          	0.772          	11             	623755264      	746217472      	0.964          	0.805          		1010000011010000010111010101001010000001111000000000101110101111010011101001001000100001101011
ce10.chrV      	phRAIDER       	11             	94             	40             	0.426          	2              	0.66           	0.775          	11             	624152576      	746635264      	0.971          	0.804          		1001110010111010100101101000010110011011010011010001101100000000101101100001000001110010000001
ce10.chrV      	phRAIDER       	7              	94             	40             	0.426          	2              	0.662          	0.769          	11             	694267904      	816738304      	0.955          	0.808          		1010000000011100100001110001011001100001011001100010010100101111011100101010001110100000100101
ce10.chrV      	phRAIDER       	3              	94             	40             	0.426          	2              	0.655          	0.764          	11             	0              	0              	0.952          	0.807          		1100000000001101100100010000111110011101100001111001110001000100110010001001100000110100011011
ce10.chrV      	phRAIDER       	16             	94             	40             	0.426          	2              	0.66           	0.765          	11             	623644672      	745971712      	0.958          	0.807          		1100000000100101110001100011001101100010111000001000101101010111101000100110100100001100100011
ce10.chrV      	phRAIDER       	12             	94             	40             	0.426          	2              	0.65           	0.763          	11             	0              	0              	0.973          	0.805          		1011001100010101110011110100010000111001000100011011001001000100100010010000010100001011110011
ce10.chrV      	phRAIDER       	8              	94             	40             	0.426          	2              	0.66           	0.766          	12             	365494272      	489480192      	0.964          	0.802          		1001110010100000100101001111100000000011001001000010110011101001000100111100001100011010101101
ce10.chrV      	phRAIDER       	4              	94             	40             	0.426          	2              	0.653          	0.775          	11             	0              	0              	0.965          	0.807          		1000011100101010000100111101010110101111000100000010010100100100001000000011110001011110000111
ce10.chrV      	phRAIDER       	0              	94             	40             	0.426          	2              	0.657          	0.766          	11             	0              	0              	0.966          	0.809          		1000000110101011100011101010110111100111101000000001100101001110000001101000000100100110010001
ce10.chrV      	phRAIDER       	18             	94             	40             	0.426          	2              	0.661          	0.762          	11             	0              	0              	0.959          	0.805          		1011001101100000001001000011001011100000100011001010000110100101000000111101101101111100000011
ce10.chrV      	phRAIDER       	14             	94             	40             	0.426          	2              	0.655          	0.768          	12             	239509504      	361750528      	0.959          	0.809          		1000011101100101000001000011001010011010000110001101111001000100101011010000111100000101100101
ce10.chrV      	phRAIDER       	10             	94             	40             	0.426          	2              	0.66           	0.769          	11             	467120128      	589537280      	0.978          	0.804          		1010101010111101111101100110000101000010010010000110000110101010100000001000001001100000011111
ce10.chrV      	phRAIDER       	6              	94             	40             	0.426          	2              	0.665          	0.764          	12             	622968832      	745324544      	0.943          	0.804          		1000010100000110000001100001100101101001110001111111111001001011001000110111000100000010001001
ce10.chrV      	phRAIDER       	2              	94             	40             	0.426          	2              	0.655          	0.769          	11             	0              	0              	0.969          	0.798          		1110000011001011100010100011100000011100010011110010100100000110110010110000111100001000100101
ce10.chrV      	phRAIDER       	17             	94             	40             	0.426          	2              	0.658          	0.77           	11             	0              	0              	0.971          	0.804          		1100001011001011110100000001000101010110010011110001000010100000000110100001110010101011101101
ce10.chrV      	phRAIDER       	13             	94             	40             	0.426          	2              	0.653          	0.76           	12             	0              	0              	0.971          	0.805          		1000110011110110000110011110100011101100110000001000010110001010100110100001100010010010000011
ce10.chrV      	phRAIDER       	39             	100            	40             	0.4            	2              	0.653          	0.763          	11             	0              	0              	0.963          	0.806          		1010001100000010010010111100010000100101001010001000000101000111001010111111001100000100101000110011
ce10.chrV      	phRAIDER       	35             	100            	40             	0.4            	2              	0.645          	0.766          	11             	0              	0              	0.961          	0.809          		1001111101100000010000000011000100001011100110100100001110101101010000010100001001100111100000100011
ce10.chrV      	phRAIDER       	31             	100            	40             	0.4            	2              	0.647          	0.776          	11             	692871168      	817037312      	0.951          	0.81           		1110000100100000101100001000010010110011000000011000100001101011101111000101010110111001000000011001
ce10.chrV      	phRAIDER       	27             	100            	40             	0.4            	2              	0.644          	0.78           	12             	624136192      	746598400      	0.961          	0.802          		1110010000100100011000110000100001001011111000111101001010100110011000010000000100010100100011010011
ce10.chrV      	phRAIDER       	23             	100            	40             	0.4            	2              	0.648          	0.767          	11             	0              	0              	0.95           	0.804          		1011001010001000000010001000011111011001010000000110000011111001100101010001011100010001110100100001
ce10.chrV      	phRAIDER       	36             	100            	40             	0.4            	2              	0.643          	0.777          	11             	403427328      	525721600      	0.963          	0.809          		1010100111100000001001010001001001000010010011110001001110000111011011001010011000010100001010000101
ce10.chrV      	phRAIDER       	32             	100            	40             	0.4            	2              	0.649          	0.762          	11             	0              	0              	0.967          	0.807          		1001001101000011101100000010000100001011101110000101100100111110101001000000000010010010010110001011
ce10.chrV      	phRAIDER       	28             	100            	40             	0.4            	2              	0.651          	0.775          	13             	624586752      	746897408      	0.975          	0.804          		1001100001010111101001111000010101001000000110100000011010001000010000100101001100100000101111010101
ce10.chrV      	phRAIDER       	24             	100            	40             	0.4            	2              	0.649          	0.767          	14             	624336896      	746819584      	0.971          	0.804          		1001010000110011011101000001011001010000001010000000101100101010100010010100000010111101010110010011
ce10.chrV      	phRAIDER       	20             	100            	40             	0.4            	2              	0.647          	0.765          	12             	623595520      	746041344      	0.949          	0.806          		1001001001000000010100010001010101011111000101101111101001010100101000000100100001000000010001111101
ce10.chrV      	phRAIDER       	38             	100            	40             	0.4            	2              	0.652          	0.77           	11             	0              	0              	0.961          	0.801          		1101010000000111000000011110001100010110111011010001100010010101100100000010111000100010001000110001
ce10.chrV      	phRAIDER       	34             	100            	40             	0.4            	2              	0.656          	0.771          	11             	673910784      	797904896      	0.957          	0.807          		1000001001010000010001111000111011010000110010110010100001111001001010010010100100101100100000101001
ce10.chrV      	phRAIDER       	30             	100            	40             	0.4            	2              	0.648          	0.778          	11             	0              	0              	0.979          	0.806          		1110001110101111001000000011010000000000001101110010000000100000101110110101100000110100110001101001
ce10.chrV      	phRAIDER       	26             	100            	40             	0.4            	2              	0.644          	0.775          	11             	169185280      	293146624      	0.97           	0.806          		1101010001001101000110100000111001000111001010001001000000001000101011100000110010011001001100110011
ce10.chrV      	phRAIDER       	22             	100            	40             	0.4            	2              	0.651          	0.774          	11             	183361536      	305643520      	0.964          	0.808          		1000001001001010110111010000001001011111100001110100000100000101110011110010000000100101010101000001
ce10.chrV      	phRAIDER       	37             	100            	40             	0.4            	2              	0.645          	0.777          	11             	589582336      	711979008      	0.979          	0.807          		1111001011011010110100001100000001110110100100011100000001100010001001011010000000101001000000101011
ce10.chrV      	phRAIDER       	33             	100            	40             	0.4            	2              	0.648          	0.779          	11             	0              	0              	0.966          	0.807          		1000100001010001011010110110100011010100000001000100101000000100000101100110110011100110101001010101
ce10.chrV      	phRAIDER       	29             	100            	40             	0.4            	2              	0.656          	0.77           	12             	0              	0              	0.968          	0.807          		1101011101000010000111001000010111001000101000011010110010111000000100000010000000101011111100100001
ce10.chrV      	phRAIDER       	25             	100            	40             	0.4            	2              	0.651          	0.76           	12             	624099328      	746549248      	0.963          	0.805          		1010110001010000011000101110111100000101010001010001010001110000110100001010001000110101001110000001
ce10.chrV      	phRAIDER       	21             	100            	40             	0.4            	2              	0.652          	0.771          	11             	1159168        	108834816      	0.962          	0.81           		1000000110000001110001110111001101011100101011001000101010100000011000001000101010010010101010010001
ce10.chrV      	phRAIDER       	56             	107            	40             	0.374          	2              	0.636          	0.77           	13             	624422912      	746889216      	0.956          	0.804          		11000100001101100000000010010100011011101011100010110100000010000110000100000111110010001010000100100001011
ce10.chrV      	phRAIDER       	52             	107            	40             	0.374          	2              	0.637          	0.773          	12             	0              	0              	0.971          	0.808          		10111100011010100000001100101000101110000111001000110100000001011010100100000000110100000101100010001010001
ce10.chrV      	phRAIDER       	48             	107            	40             	0.374          	2              	0.643          	0.775          	13             	624840704      	747171840      	0.969          	0.807          		10000101101010111000000110000011000000001000001111010111000000000100111110010101010011000100010000000011011
ce10.chrV      	phRAIDER       	44             	107            	40             	0.374          	2              	0.641          	0.769          	12             	0              	0              	0.969          	0.805          		10100100100011011100011101001110110000000010101111000001010000010110000001000011000000011011101000100000001
ce10.chrV      	phRAIDER       	40             	107            	40             	0.374          	2              	0.637          	0.78           	12             	170475520      	292802560      	0.968          	0.806          		10101000101010101001000101000110000100010001000010010100011101010000010011100001001000110110001010000011011
ce10.chrV      	phRAIDER       	58             	107            	40             	0.374          	2              	0.636          	0.772          	12             	673861632      	797872128      	0.963          	0.805          		11010000101000000101000101110110101000110001010000101011000110000001000110100000001100001100010011001011001
ce10.chrV      	phRAIDER       	54             	107            	40             	0.374          	2              	0.636          	0.774          	11             	448126976      	572219392      	0.961          	0.806          		10000000101000111111000000000111010110010001111000000000101000010110000101100000000000100111001111000011011
ce10.chrV      	phRAIDER       	50             	107            	40             	0.374          	2              	0.642          	0.779          	12             	239419392      	363360256      	0.955          	0.804          		10000010000000100000110011111010010000100110101000100110000001101010011000001111110001100010110000001000011
ce10.chrV      	phRAIDER       	46             	107            	40             	0.374          	2              	0.639          	0.781          	12             	624766976      	747065344      	0.967          	0.808          		11011100000001010100011000001111000101011001101011000000000100100001001000000101101001101001001000010000111
ce10.chrV      	phRAIDER       	42             	107            	40             	0.374          	2              	0.647          	0.776          	24             	622907392      	746889216      	0.96           	0.803          		11000010100110001001010000100000110110000011110101100000000100101000110111010100010010100100000110010000101
ce10.chrV      	phRAIDER       	57             	107            	40             	0.374          	2              	0.646          	0.771          	12             	673927168      	797941760      	0.954          	0.81           		10011010000110000001000001001100100100101100000101010001100101001100001001001101000100001000111011101000101
ce10.chrV      	phRAIDER       	53             	107            	40             	0.374          	2              	0.64           	0.776          	12             	624754688      	747016192      	0.968          	0.81           		10001101000101010100011110101110000000101000101010001001001010100100001110010010000100010101011000000010001
ce10.chrV      	phRAIDER       	49             	107            	40             	0.374          	2              	0.64           	0.765          	11             	440590336      	562999296      	0.961          	0.809          		11111010000010011000000000010000100010111010011110001101101001000101010100000010100000000100101001010010011
ce10.chrV      	phRAIDER       	45             	107            	40             	0.374          	2              	0.644          	0.767          	12             	675577856      	797880320      	0.964          	0.81           		11100010000011100000111101000010100110100100110101100101000110000000000110001110001001000111001010000000001
ce10.chrV      	phRAIDER       	41             	107            	40             	0.374          	2              	0.637          	0.766          	11             	624865280      	747151360      	0.968          	0.811          		10100100010011011010100000001000011000111010011000100000100000001110010100100001010110111010001100000001011
ce10.chrV      	phRAIDER       	59             	107            	40             	0.374          	2              	0.636          	0.78           	12             	0              	0              	0.972          	0.809          		11100111000100010100011110011100000000010100100110000011001010100010001000000101000001011010000000101011011
ce10.chrV      	phRAIDER       	55             	107            	40             	0.374          	2              	0.644          	0.777          	11             	0              	0              	0.963          	0.801          		11000101000100001010101010010000100100000010101100111110011000000000010000101001100110000010110010111000011
ce10.chrV      	phRAIDER       	51             	107            	40             	0.374          	2              	0.631          	0.777          	12             	555790336      	678096896      	0.968          	0.803          		10010001101011000100010101011010000011001000000000010000001100010001000010110101011010010010011101100100011
ce10.chrV      	phRAIDER       	47             	107            	40             	0.374          	2              	0.633          	0.775          	12             	688381952      	810770432      	0.944          	0.811          		10000000110100100010000000100100110001010110010001010100000100110001100001111111111000001000100010001110001
ce10.chrV      	phRAIDER       	43             	107            	40             	0.374          	2              	0.644          	0.767          	11             	436936704      	559243264      	0.955          	0.809          		10000001010101010100000001110000001010100100010111010001010011001010101101011010000010000100000011010100011
ce10.chrV      	phRAIDER       	78             	114            	40             	0.351          	2              	0.631          	0.78           	12             	695369728      	817676288      	0.955          	0.807          		101010001000100000100101000100100010010000010100000001011101110111000100001100001010011000101100000000100110100101
ce10.chrV      	phRAIDER       	74             	114            	40             	0.351          	2              	0.634          	0.777          	12             	675438592      	797769728      	0.954          	0.807          		100000000100100110011000100101000010000000001011111001000010000010011110000111100100010000100001001101010000101101
ce10.chrV      	phRAIDER       	70             	114            	40             	0.351          	2              	0.629          	0.78           	12             	669130752      	791449600      	0.963          	0.809          		111000010100010000011000101000100010001000010001100010100011010011001010001010100000000001010000000011100101101111
ce10.chrV      	phRAIDER       	66             	114            	40             	0.351          	2              	0.627          	0.778          	12             	623185920      	747196416      	0.965          	0.812          		110100000101110000001101010001000000010010010100011101011101001000100000000011000011000111000110001100110000000001
ce10.chrV      	phRAIDER       	62             	114            	40             	0.351          	2              	0.633          	0.788          	12             	625090560      	747405312      	0.97           	0.806          		101011010001100001011010100100011000000101100001100110101000101100011100000110001010000000100010010000000110000001
ce10.chrV      	phRAIDER       	77             	114            	40             	0.351          	2              	0.622          	0.774          	11             	0              	0              	0.955          	0.81           		101000011001000000100000010100111001000100010110110001010100110000010001000100110010111100101000100000000001001101
ce10.chrV      	phRAIDER       	73             	114            	40             	0.351          	2              	0.626          	0.764          	13             	624664576      	746999808      	0.956          	0.807          		100000101010000001000101011010000000011010001000110110101101010000110100100000110000100101001001001100100100001001
ce10.chrV      	phRAIDER       	69             	114            	40             	0.351          	2              	0.63           	0.787          	12             	675311616      	797708288      	0.964          	0.805          		100001000000010111000111001011100011010000000100001110010101010101001000001000011110011000001000000100000101000011
ce10.chrV      	phRAIDER       	65             	114            	40             	0.351          	2              	0.626          	0.778          	11             	0              	0              	0.96           	0.808          		101100010000010100100010000111000010001000010011011001100000000101000101001011101000110000000011101100010000101001
ce10.chrV      	phRAIDER       	61             	114            	40             	0.351          	2              	0.631          	0.77           	13             	625033216      	747323392      	0.966          	0.81           		100011011001000000111000001101010010001110000001100000100110001101100101111100000100000100000010010010000100000101
ce10.chrV      	phRAIDER       	79             	114            	40             	0.351          	2              	0.629          	0.778          	12             	0              	0              	0.975          	0.809          		101100010011100101100110000010001101110001111010000001000000101101010001000100100100000011001000000000100000100011
ce10.chrV      	phRAIDER       	75             	114            	40             	0.351          	2              	0.632          	0.779          	11             	563732480      	686014464      	0.967          	0.803          		100001011101010101000001001101011010011001010001100010111010000100001000000010101010010000100100010001000000001001
ce10.chrV      	phRAIDER       	71             	114            	40             	0.351          	2              	0.627          	0.788          	11             	696176640      	818577408      	0.978          	0.808          		100000111110110011100010011000010000010000100010000010000001011100011000001001100100000000101000011010100101010011
ce10.chrV      	phRAIDER       	67             	114            	40             	0.351          	2              	0.631          	0.779          	12             	624644096      	747008000      	0.955          	0.81           		101001000000110000100100000111000010000001011000101100001001101000001101010100001001011000000100001101010100111001
ce10.chrV      	phRAIDER       	63             	114            	40             	0.351          	2              	0.63           	0.779          	12             	693915648      	817958912      	0.965          	0.807          		110010001110000000101101011000010010000000000010101010000110010001100001001000011110111011000100100011001000000001
ce10.chrV      	phRAIDER       	76             	114            	40             	0.351          	2              	0.63           	0.785          	11             	625037312      	747425792      	0.97           	0.801          		111000100100000010011111000000100111010110010001110011101000000010111100000000001000000000010100100001100000001011
ce10.chrV      	phRAIDER       	72             	114            	40             	0.351          	2              	0.631          	0.775          	13             	623538176      	747573248      	0.971          	0.806          		110101101000100011000010001100110011101100110001001010010000010010110001111000000010000000000010000001000000001111
ce10.chrV      	phRAIDER       	68             	114            	40             	0.351          	2              	0.626          	0.781          	12             	623509504      	747565056      	0.972          	0.806          		100011100101100001100010110000001000001010100010000100110000100110001111001000000000001001000001110110000100111001
ce10.chrV      	phRAIDER       	64             	114            	40             	0.351          	2              	0.634          	0.776          	12             	652144640      	774520832      	0.966          	0.81           		100001110010011000001010001101011000100001100010000000001010010100100100000110010101111000010000111001000100000011
ce10.chrV      	phRAIDER       	60             	114            	40             	0.351          	2              	0.629          	0.782          	12             	126603264      	249757696      	0.963          	0.807          		101000010010001010101010001000011100100001111010000001100000101101010000101000001000000000001110100110001000110011
