org            	tool           	seed_num       	l              	w              	w/l            	f              	tpr            	tnr            	ToolCpuTime    	ToolMem        	ToolVMem       	ConCoverage    	QuCoverage     	seed                                    
ce10.chrV      	RepeatScout    	-1             	NA             	NA             	NA             	2              	0.698          	0.891          	3658           	199499776      	325971968      	0.985          	0.663          		NA
ce10.chrV      	phRAIDER       	334            	50             	40             	0.8            	2              	0.694          	0.767          	9              	619888640      	742330368      	0.964          	0.769          		1^{6}0101^{3}0^{3}1^{3}01101001^{6}1^{6}1^{6}1101^{3}1
ce10.chrV      	phRAIDER       	345            	50             	40             	0.8            	2              	0.705          	0.765          	10             	619814912      	742170624      	0.961          	0.776          		1001^{7}00110101^{4}01^{7}01^{7}101^{3}01^{7}
ce10.chrV      	phRAIDER       	79             	50             	40             	0.8            	2              	0.703          	0.76           	9              	618586112      	742658048      	0.969          	0.774          		1^{6}01^{6}01^{6}01^{6}0101^{3}01^{6}11010^{3}1^{3}
ce10.chrV      	phRAIDER       	315            	50             	40             	0.8            	2              	0.701          	0.766          	9              	620138496      	742526976      	0.967          	0.773          		101101^{15}0101010101^{9}01^{4}01^{3}011
ce10.chrV      	phRAIDER       	188            	50             	40             	0.8            	2              	0.703          	0.757          	10             	1167360        	108834816      	0.967          	0.773          		1^{5}01^{4}01^{3}01^{5}1^{5}101^{4}0101^{3}0101^{4}01^{3}01
ce10.chrV      	phRAIDER       	360            	50             	40             	0.8            	2              	0.701          	0.76           	10             	619986944      	742375424      	0.965          	0.776          		110101^{3}01^{3}1^{3}1^{3}001^{3}01^{3}1^{3}1^{3}110110101^{3}1^{3}101
ce10.chrV      	phRAIDER       	158            	50             	40             	0.8            	2              	0.708          	0.768          	9              	0              	0              	0.97           	0.779          		1^{10}01^{7}01^{6}01101001^{7}1001101^{3}01
ce10.chrV      	phRAIDER       	105            	50             	40             	0.8            	2              	0.703          	0.752          	10             	620044288      	742404096      	0.966          	0.774          		101^{3}01^{3}1^{3}1^{3}1^{3}1^{3}1101^{3}01^{3}1001^{3}1^{3}1101100101
ce10.chrV      	phRAIDER       	330            	50             	40             	0.8            	2              	0.703          	0.77           	10             	620109824      	742424576      	0.968          	0.774          		1^{3}01101^{3}1^{3}110010^{3}1^{3}1^{3}1^{3}0101^{3}1^{3}01^{3}1^{3}1^{3}1
ce10.chrV      	phRAIDER       	293            	50             	40             	0.8            	2              	0.705          	0.772          	10             	620261376      	742629376      	0.967          	0.774          		101^{9}001101^{4}0101^{4}001^{4}01^{9}1^{4}011
ce10.chrV      	phRAIDER       	75             	50             	40             	0.8            	2              	0.701          	0.772          	9              	620224512      	742535168      	0.968          	0.776          		1^{7}0101^{7}11001^{7}1001^{3}0101^{3}1101101^{3}1
ce10.chrV      	phRAIDER       	263            	50             	40             	0.8            	2              	0.706          	0.765          	9              	367579136      	489869312      	0.965          	0.776          		10101^{6}01^{6}1^{3}0^{3}1^{3}01^{6}1101^{3}11001^{6}1
