org            	tool           	seed_num       	l              	w              	w/l            	f              	tpr            	tnr            	ToolCpuTime    	ToolMem        	ToolVMem       	ConCoverage    	QuCoverage     	seed                                    
ce10.chrV      	RepeatScout    	-1             	NA             	NA             	NA             	2              	0.698          	0.891          	3657           	199434240      	325971968      	0.985          	0.663          		NA
ce10.chrV      	phRAIDER       	76             	40             	40             	1.0            	2              	0.687          	0.785          	7              	0              	0              	0.963          	0.74           		1^{40}
ce10.chrV      	phRAIDER       	64             	41             	40             	0.976          	2              	0.699          	0.773          	8              	0              	0              	0.965          	0.754          		1^{23}0^{1}1^{17}
ce10.chrV      	phRAIDER       	52             	41             	40             	0.976          	2              	0.701          	0.776          	8              	238505984      	360800256      	0.965          	0.754          		1^{26}0^{1}1^{14}
ce10.chrV      	phRAIDER       	68             	41             	40             	0.976          	2              	0.697          	0.768          	8              	0              	0              	0.964          	0.754          		1^{22}0^{1}1^{18}
ce10.chrV      	phRAIDER       	8              	41             	40             	0.976          	2              	0.693          	0.786          	8              	0              	0              	0.964          	0.745          		1^{37}0^{1}1^{3}
ce10.chrV      	phRAIDER       	12             	41             	40             	0.976          	2              	0.693          	0.792          	8              	188293120      	310648832      	0.964          	0.747          		1^{36}0^{1}1^{4}
ce10.chrV      	phRAIDER       	0              	41             	40             	0.976          	2              	0.689          	0.786          	8              	0              	0              	0.963          	0.742          		1^{39}0^{1}1^{1}
ce10.chrV      	phRAIDER       	4              	41             	40             	0.976          	2              	0.69           	0.787          	8              	0              	0              	0.964          	0.741          		1^{38}0^{1}1^{2}
ce10.chrV      	phRAIDER       	24             	41             	40             	0.976          	2              	0.695          	0.79           	9              	618553344      	740990976      	0.965          	0.748          		1^{33}0^{1}1^{7}
ce10.chrV      	phRAIDER       	40             	41             	40             	0.976          	2              	0.697          	0.781          	8              	337354752      	459640832      	0.965          	0.752          		1^{29}0^{1}1^{11}
ce10.chrV      	phRAIDER       	28             	41             	40             	0.976          	2              	0.696          	0.791          	8              	123400192      	247332864      	0.965          	0.749          		1^{32}0^{1}1^{8}
ce10.chrV      	phRAIDER       	44             	41             	40             	0.976          	2              	0.697          	0.782          	8              	0              	0              	0.965          	0.752          		1^{28}0^{1}1^{12}
ce10.chrV      	phRAIDER       	16             	41             	40             	0.976          	2              	0.693          	0.784          	8              	675815424      	798191616      	0.965          	0.747          		1^{35}0^{1}1^{5}
ce10.chrV      	phRAIDER       	32             	41             	40             	0.976          	2              	0.696          	0.787          	8              	0              	0              	0.965          	0.751          		1^{31}0^{1}1^{9}
ce10.chrV      	phRAIDER       	20             	41             	40             	0.976          	2              	0.694          	0.783          	8              	0              	0              	0.965          	0.746          		1^{34}0^{1}1^{6}
ce10.chrV      	phRAIDER       	36             	41             	40             	0.976          	2              	0.696          	0.787          	8              	0              	0              	0.965          	0.752          		1^{30}0^{1}1^{10}
ce10.chrV      	phRAIDER       	56             	41             	40             	0.976          	2              	0.699          	0.783          	8              	127356928      	251387904      	0.965          	0.754          		1^{25}0^{1}1^{15}
ce10.chrV      	phRAIDER       	72             	41             	40             	0.976          	2              	0.696          	0.767          	8              	0              	0              	0.964          	0.752          		1^{21}0^{1}1^{19}
ce10.chrV      	phRAIDER       	60             	41             	40             	0.976          	2              	0.698          	0.782          	8              	0              	0              	0.965          	0.753          		1^{24}0^{1}1^{16}
ce10.chrV      	phRAIDER       	48             	41             	40             	0.976          	2              	0.699          	0.781          	9              	0              	0              	0.965          	0.753          		1^{27}0^{1}1^{13}
ce10.chrV      	phRAIDER       	26             	42             	40             	0.952          	2              	0.695          	0.787          	8              	618524672      	740986880      	0.963          	0.749          		1^{7}0^{1}1^{26}0^{1}1^{7}
ce10.chrV      	phRAIDER       	42             	42             	40             	0.952          	2              	0.699          	0.774          	9              	689545216      	811929600      	0.965          	0.754          		1^{11}0^{1}1^{18}0^{1}1^{11}
ce10.chrV      	phRAIDER       	30             	42             	40             	0.952          	2              	0.696          	0.789          	9              	689295360      	811769856      	0.964          	0.751          		1^{8}0^{1}1^{24}0^{1}1^{8}
ce10.chrV      	phRAIDER       	46             	42             	40             	0.952          	2              	0.699          	0.778          	0              	0              	0              	0.966          	0.756          		1^{12}0^{1}1^{16}0^{1}1^{12}
ce10.chrV      	phRAIDER       	18             	42             	40             	0.952          	2              	0.692          	0.782          	9              	689168384      	811458560      	0.963          	0.749          		1^{5}0^{1}1^{30}0^{1}1^{5}
ce10.chrV      	phRAIDER       	34             	42             	40             	0.952          	2              	0.7            	0.781          	8              	675934208      	798240768      	0.963          	0.753          		1^{9}0^{1}1^{22}0^{1}1^{9}
ce10.chrV      	phRAIDER       	22             	42             	40             	0.952          	2              	0.694          	0.78           	9              	687493120      	811483136      	0.963          	0.748          		1^{6}0^{1}1^{28}0^{1}1^{6}
ce10.chrV      	phRAIDER       	38             	42             	40             	0.952          	2              	0.7            	0.78           	9              	687800320      	811884544      	0.964          	0.755          		1^{10}0^{1}1^{20}0^{1}1^{10}
ce10.chrV      	phRAIDER       	58             	42             	40             	0.952          	2              	0.702          	0.772          	9              	689631232      	812007424      	0.966          	0.756          		1^{15}0^{1}1^{10}0^{1}1^{15}
ce10.chrV      	phRAIDER       	74             	42             	40             	0.952          	2              	0.699          	0.761          	9              	689586176      	811941888      	0.966          	0.757          		1^{19}0^{1}1^{2}0^{1}1^{19}
ce10.chrV      	phRAIDER       	62             	42             	40             	0.952          	2              	0.703          	0.773          	9              	687915008      	812023808      	0.966          	0.757          		1^{16}0^{1}1^{8}0^{1}1^{16}
ce10.chrV      	phRAIDER       	50             	42             	40             	0.952          	2              	0.702          	0.776          	0              	0              	0              	0.966          	0.757          		1^{13}0^{1}1^{14}0^{1}1^{13}
