org            	tool           	seed_num       	l              	w              	w/l            	f              	tpr            	tnr            	ToolCpuTime    	ToolMem        	ToolVMem       	ConCoverage    	QuCoverage     	seed                                    
ce10.chrV      	RepeatScout    	-1             	NA             	NA             	NA             	2              	0.698          	0.891          	3657           	199311360      	325873664      	0.985          	0.663          		NA
ce10.chrV      	phRAIDER       	122            	50             	40             	0.8            	2              	0.707          	0.737          	9              	0              	0              	0.97           	0.782          		1^{10}01^{3}001^{3}1^{3}10^{4}1^{3}1^{3}1001^{3}01^{10}
ce10.chrV      	phRAIDER       	109            	50             	40             	0.8            	2              	0.702          	0.767          	9              	617877504      	742006784      	0.96           	0.773          		10^{3}1^{7}01^{7}1101^{6}01^{7}1101^{7}0^{3}1
ce10.chrV      	phRAIDER       	379            	50             	40             	0.8            	2              	0.703          	0.76           	10             	0              	0              	0.967          	0.771          		1^{8}001^{5}0101^{5}1001^{5}10101^{5}001^{8}
ce10.chrV      	phRAIDER       	15             	50             	40             	0.8            	2              	0.704          	0.749          	9              	620548096      	742891520      	0.97           	0.776          		1^{9}01^{4}0101101101^{4}0110110101^{4}01^{9}
ce10.chrV      	phRAIDER       	392            	50             	40             	0.8            	2              	0.704          	0.752          	10             	618180608      	742264832      	0.963          	0.765          		1^{3}01^{3}001^{3}01^{3}1^{3}1^{3}11001^{3}1^{3}1^{3}1101^{3}001^{3}01^{3}
ce10.chrV      	phRAIDER       	195            	50             	40             	0.8            	2              	0.701          	0.757          	9              	620531712      	742887424      	0.969          	0.779          		1^{9}01101^{5}01^{3}0011001^{3}01^{5}01101^{9}
ce10.chrV      	phRAIDER       	92             	50             	40             	0.8            	2              	0.704          	0.766          	10             	620003328      	742412288      	0.964          	0.773          		1001^{8}01^{4}01^{4}1^{3}001^{4}1^{3}01^{4}01^{8}001
ce10.chrV      	phRAIDER       	426            	50             	40             	0.8            	2              	0.704          	0.768          	9              	619982848      	742305792      	0.965          	0.771          		1^{3}01^{3}11001^{3}01^{3}101^{3}1^{3}1^{3}101^{3}101^{3}001^{3}1101^{3}
ce10.chrV      	phRAIDER       	349            	50             	40             	0.8            	2              	0.708          	0.766          	9              	663773184      	786235392      	0.965          	0.771          		10101^{7}01^{5}01101^{7}101101^{5}01^{7}0101
ce10.chrV      	phRAIDER       	126            	50             	40             	0.8            	2              	0.696          	0.768          	8              	556707840      	678998016      	0.965          	0.775          		110110101^{13}011001101^{13}01011011
ce10.chrV      	phRAIDER       	17             	50             	40             	0.8            	2              	0.702          	0.76           	10             	619782144      	742219776      	0.963          	0.773          		1^{3}01^{3}00101^{3}1^{3}1^{3}1101^{3}101^{3}1^{3}1^{3}1101001^{3}01^{3}
ce10.chrV      	phRAIDER       	383            	50             	40             	0.8            	2              	0.704          	0.755          	9              	618688512      	742731776      	0.968          	0.778          		1^{5}01^{5}0101^{4}01101^{5}101101^{4}0101^{5}01^{5}
