org            	tool           	seed_num       	l              	w              	w/l            	f              	tpr            	tnr            	ToolCpuTime    	ToolMem        	ToolVMem       	ConCoverage    	QuCoverage     	seed                                    
ce10.chrV      	RepeatScout    	-1             	NA             	NA             	NA             	2              	0.698          	0.891          	7201           	200253440      	325971968      	0.985          	0.663          		NA
ce10.chrV      	phRAIDER       	5              	44             	42             	0.955          	2              	0.703          	0.777          	8              	0              	0              	0.963          	0.761          		11111111111111011111111111111011111111111111
ce10.chrV      	phRAIDER       	2              	44             	42             	0.955          	2              	0.692          	0.779          	9              	262463488      	384741376      	0.96           	0.753          		11111011111111111111111111111111111111011111
ce10.chrV      	phRAIDER       	6              	44             	42             	0.955          	2              	0.697          	0.776          	9              	0              	0              	0.963          	0.759          		11111111111111111111011011111111111111111111
ce10.chrV      	phRAIDER       	8              	44             	42             	0.955          	2              	0.701          	0.769          	8              	0              	0              	0.962          	0.757          		11111111111101111111111111111110111111111111
ce10.chrV      	phRAIDER       	0              	44             	42             	0.955          	2              	0.691          	0.788          	9              	444157952      	566575104      	0.96           	0.752          		11110111111111111111111111111111111111101111
ce10.chrV      	phRAIDER       	4              	44             	42             	0.955          	2              	0.701          	0.777          	9              	169316352      	293285888      	0.96           	0.757          		11111111111011111111111111111111011111111111
ce10.chrV      	phRAIDER       	3              	44             	42             	0.955          	2              	0.702          	0.763          	8              	0              	0              	0.963          	0.763          		11111111111111111101111110111111111111111111
ce10.chrV      	phRAIDER       	7              	44             	42             	0.955          	2              	0.704          	0.774          	8              	0              	0              	0.962          	0.759          		11111111111110111111111111111101111111111111
ce10.chrV      	phRAIDER       	9              	44             	42             	0.955          	2              	0.703          	0.757          	8              	0              	0              	0.963          	0.761          		11111111111111111110111101111111111111111111
ce10.chrV      	phRAIDER       	1              	44             	42             	0.955          	2              	0.703          	0.774          	8              	0              	0              	0.963          	0.762          		11111111111111101111111111110111111111111111
ce10.chrV      	phRAIDER       	18             	48             	44             	0.917          	2              	0.7            	0.766          	9              	690163712      	812601344      	0.96           	0.771          		111111111111111011111011110111110111111111111111
ce10.chrV      	phRAIDER       	10             	48             	44             	0.917          	2              	0.702          	0.771          	8              	267771904      	390049792      	0.96           	0.77           		111111111111111011011111111110110111111111111111
ce10.chrV      	phRAIDER       	14             	48             	44             	0.917          	2              	0.698          	0.769          	8              	0              	0              	0.958          	0.765          		111101111111111111111110011111111111111111101111
ce10.chrV      	phRAIDER       	16             	48             	44             	0.917          	2              	0.702          	0.764          	8              	74768384       	197382144      	0.959          	0.767          		111111011111111111011111111110111111111110111111
ce10.chrV      	phRAIDER       	12             	48             	44             	0.917          	2              	0.701          	0.764          	9              	0              	0              	0.958          	0.769          		111111111111101111111110011111111101111111111111
ce10.chrV      	phRAIDER       	19             	48             	44             	0.917          	2              	0.691          	0.778          	8              	618459136      	740728832      	0.955          	0.753          		110011111111111111111111111111111111111111110011
ce10.chrV      	phRAIDER       	11             	48             	44             	0.917          	2              	0.704          	0.771          	9              	619044864      	741371904      	0.956          	0.768          		111111101111110111111111111111111011111101111111
ce10.chrV      	phRAIDER       	15             	48             	44             	0.917          	2              	0.693          	0.775          	9              	0              	0              	0.956          	0.755          		110101111111111111111111111111111111111111101011
ce10.chrV      	phRAIDER       	17             	48             	44             	0.917          	2              	0.696          	0.756          	9              	0              	0              	0.961          	0.771          		111111111111111111100111111001111111111111111111
ce10.chrV      	phRAIDER       	13             	48             	44             	0.917          	2              	0.704          	0.77           	9              	619151360      	741502976      	0.959          	0.767          		111111111011111110111111111111011111110111111111
ce10.chrV      	phRAIDER       	22             	52             	46             	0.885          	2              	0.701          	0.774          	9              	0              	0              	0.955          	0.773          		1111111111101111110011111111111100111111011111111111
ce10.chrV      	phRAIDER       	32             	52             	46             	0.885          	2              	0.699          	0.746          	10             	0              	0              	0.954          	0.773          		1111111111111001111111110110111111111001111111111111
ce10.chrV      	phRAIDER       	36             	52             	46             	0.885          	2              	0.705          	0.764          	9              	0              	0              	0.953          	0.775          		1111111111110011111111011111101111111100111111111111
ce10.chrV      	phRAIDER       	24             	52             	46             	0.885          	2              	0.698          	0.772          	9              	0              	0              	0.952          	0.772          		1111111111110110110111111111111110110110111111111111
ce10.chrV      	phRAIDER       	28             	52             	46             	0.885          	2              	0.701          	0.765          	9              	0              	0              	0.954          	0.776          		1111111011111111011111011111101111101111111101111111
ce10.chrV      	phRAIDER       	20             	52             	46             	0.885          	2              	0.699          	0.767          	9              	0              	0              	0.951          	0.774          		1101111111111011110111111111111110111101111111111011
ce10.chrV      	phRAIDER       	35             	52             	46             	0.885          	2              	0.704          	0.754          	9              	619487232      	741847040      	0.953          	0.778          		1111111110111110111111101111011111110111110111111111
ce10.chrV      	phRAIDER       	39             	52             	46             	0.885          	2              	0.695          	0.747          	9              	675938304      	798302208      	0.951          	0.763          		1110110110111111111111111111111111111111110110110111
ce10.chrV      	phRAIDER       	27             	52             	46             	0.885          	2              	0.7            	0.76           	10             	690143232      	812462080      	0.953          	0.773          		1111111111011011111111110110111111111101101111111111
ce10.chrV      	phRAIDER       	31             	52             	46             	0.885          	2              	0.694          	0.768          	9              	249593856      	371879936      	0.953          	0.77           		1010111111111111111111110110111111111111111111110101
ce10.chrV      	phRAIDER       	23             	52             	46             	0.885          	2              	0.695          	0.757          	9              	0              	0              	0.956          	0.776          		1111111111111011111111100110011111111101111111111111
ce10.chrV      	phRAIDER       	33             	52             	46             	0.885          	2              	0.697          	0.75           	9              	0              	0              	0.956          	0.774          		1101111111111111111011111001111101111111111111111011
ce10.chrV      	phRAIDER       	37             	52             	46             	0.885          	2              	0.696          	0.754          	9              	0              	0              	0.959          	0.774          		1111111111111111110110111001110110111111111111111111
ce10.chrV      	phRAIDER       	25             	52             	46             	0.885          	2              	0.696          	0.775          	9              	0              	0              	0.956          	0.772          		1111011111111111111101110110111011111111111111101111
ce10.chrV      	phRAIDER       	29             	52             	46             	0.885          	2              	0.702          	0.768          	13             	617705472      	741855232      	0.953          	0.774          		1111111111001111111111011111101111111111001111111111
ce10.chrV      	phRAIDER       	34             	52             	46             	0.885          	2              	0.698          	0.763          	9              	0              	0              	0.955          	0.775          		1111111111101111101111110110111111011111011111111111
ce10.chrV      	phRAIDER       	21             	52             	46             	0.885          	2              	0.699          	0.761          	9              	233979904      	356360192      	0.956          	0.773          		1110111111111111110101111111111010111111111111110111
ce10.chrV      	phRAIDER       	38             	52             	46             	0.885          	2              	0.699          	0.758          	9              	0              	0              	0.956          	0.777          		1111111101111111111110011111100111111111111011111111
ce10.chrV      	phRAIDER       	26             	52             	46             	0.885          	2              	0.7            	0.752          	9              	4972544        	260538368      	0.953          	0.775          		1111110111111101111111110110111111111011111110111111
ce10.chrV      	phRAIDER       	30             	52             	46             	0.885          	2              	0.696          	0.76           	9              	0              	0              	0.951          	0.766          		1011011111110111111111111111111111111110111111101101
ce10.chrV      	phRAIDER       	40             	56             	48             	0.857          	2              	0.7            	0.756          	9              	619724800      	742162432      	0.953          	0.778          		11110111111111111111000111111111100011111111111111101111
ce10.chrV      	phRAIDER       	44             	56             	48             	0.857          	2              	0.695          	0.763          	10             	0              	0              	0.95           	0.779          		11101111110111111111111011011011011111111111101111110111
ce10.chrV      	phRAIDER       	43             	56             	48             	0.857          	2              	0.702          	0.766          	11             	0              	0              	0.947          	0.777          		11111110111011101111110111111111101111110111011101111111
ce10.chrV      	phRAIDER       	47             	56             	48             	0.857          	2              	0.698          	0.764          	10             	619286528      	741625856      	0.945          	0.774          		11011110111101111011111111111111111111011110111101111011
ce10.chrV      	phRAIDER       	49             	56             	48             	0.857          	2              	0.698          	0.77           	10             	0              	0              	0.949          	0.778          		11011111111111111101011110111101111010111111111111111011
ce10.chrV      	phRAIDER       	41             	56             	48             	0.857          	2              	0.696          	0.755          	10             	0              	0              	0.951          	0.78           		11011111110111111111111011100111011111111111101111111011
ce10.chrV      	phRAIDER       	45             	56             	48             	0.857          	2              	0.696          	0.76           	9              	0              	0              	0.948          	0.781          		11101111110111111101111111100111111110111111101111110111
ce10.chrV      	phRAIDER       	42             	56             	48             	0.857          	2              	0.694          	0.763          	9              	228790272      	351080448      	0.945          	0.774          		11100111111111111110011111111111111001111111111111100111
ce10.chrV      	phRAIDER       	46             	56             	48             	0.857          	2              	0.699          	0.766          	10             	364056576      	486371328      	0.948          	0.78           		11111111101011101111111110111101111111110111010111111111
ce10.chrV      	phRAIDER       	48             	56             	48             	0.857          	2              	0.699          	0.77           	9              	0              	0              	0.951          	0.78           		11111111110111111011111001111110011111011111101111111111
ce10.chrV      	phRAIDER       	52             	60             	50             	0.833          	2              	0.695          	0.745          	9              	4517888        	260141056      	0.945          	0.782          		111111111111111101010111111010010111111010101111111111111111
ce10.chrV      	phRAIDER       	59             	60             	50             	0.833          	2              	0.695          	0.761          	10             	0              	0              	0.947          	0.786          		111111111111110111011111010110011010111110111011111111111111
