chr           tool          seed          tpr           tnr           ppv           npv           fpr           fdr           Time          Memory        RM_Time       RM_Mem        
chr21         raider        0             0.09409       0.93981       0.29487       0.795         0.06019       0.70513       3616          4266135552    68463         1422905344    
chr21         raider        0             0.09409       0.93981       0.29487       0.795         0.06019       0.70513       3616          4266135552    68463         1422905344    
chr21         raider        1             0.09421       0.93899       0.29232       0.79488       0.06101       0.70768       3624          2489507840    75705         1422880768    
chr21         raider        1             0.09421       0.93899       0.29232       0.79488       0.06101       0.70768       3624          2489507840    75705         1422880768    
chr21         raider        2             0.09433       0.93823       0.29005       0.79477       0.06177       0.70995       3618          3436531712    86482         1424244736    
chr21         raider        2             0.09433       0.93823       0.29005       0.79477       0.06177       0.70995       3618          3436531712    86482         1424244736    
chr21         raider        3             0.09444       0.9358        0.28239       0.79436       0.0642        0.71761       3625          3970281472    93666         1422635008    
chr21         raider        3             0.09444       0.9358        0.28239       0.79436       0.0642        0.71761       3625          3970281472    93666         1422635008    
chr21         raider        4             0.09441       0.93419       0.27732       0.79408       0.06581       0.72268       3621          3773362176    97292         1422057472    
chr21         raider        4             0.09441       0.93419       0.27732       0.79408       0.06581       0.72268       3621          3773362176    97292         1422057472    
chr21         raider        5             0.09443       0.93495       0.27972       0.79421       0.06505       0.72028       3628          3984666624    108065        1425944576    
chr21         raider        5             0.09443       0.93495       0.27972       0.79421       0.06505       0.72028       3628          3984666624    108065        1425944576    
chr21         raider        6             0.09438       0.93511       0.28012       0.79423       0.06489       0.71988       3623          3014647808    104471        1423388672    
chr21         raider        6             0.09438       0.93511       0.28012       0.79423       0.06489       0.71988       3623          3014647808    104471        1423388672    
chr20         raider        0             0.18184       0.88155       0.29529       0.79787       0.11845       0.70471       7248          7609339904    137318        1428578304    
chr20         raider        0             0.18184       0.88155       0.29529       0.79787       0.11845       0.70471       7248          7609339904    137318        1428578304    
chr20         raider        1             0.18213       0.87944       0.29196       0.79754       0.12056       0.70804       7251          7016456192    198507        1435975680    
chr20         raider        1             0.18213       0.87944       0.29196       0.79754       0.12056       0.70804       7251          7016456192    198507        1435975680    
chr20         raider        2             0.18229       0.87801       0.28972       0.79731       0.12199       0.71028       7250          7015604224    47388         1432502272    
chr20         raider        2             0.18229       0.87801       0.28972       0.79731       0.12199       0.71028       7250          7015604224    47388         1432502272    
chr20         raider        3             0.18225       0.87369       0.28257       0.79651       0.12631       0.71743       0             0             97795         1437880320    
chr20         raider        3             0.18225       0.87369       0.28257       0.79651       0.12631       0.71743       0             0             97795         1437880320    
chr20         raider        4             0.18227       0.86993       0.27668       0.79581       0.13007       0.72332       7256          7015378944    158981        1432322048    
chr20         raider        4             0.18227       0.86993       0.27668       0.79581       0.13007       0.72332       7256          7015378944    158981        1432322048    
chr20         raider        5             0.18212       0.87072       0.27774       0.79593       0.12928       0.72226       10801         7015817216    11428         1436237824    
chr20         raider        5             0.18212       0.87072       0.27774       0.79593       0.12928       0.72226       10801         7015817216    11428         1436237824    
chr20         raider        6             0.18212       0.86904       0.27514       0.79561       0.13096       0.72486       10804         7015223296    79826         1431781376    
chr20         raider        6             0.18212       0.86904       0.27514       0.79561       0.13096       0.72486       10804         7015223296    79826         1431781376    
chr16         raider        0             0.54772       0.83032       0.45296       0.8774        0.16968       0.54704       25219         9808707584    71686         1439985664    
chr16         raider        0             0.54772       0.83032       0.45296       0.8774        0.16968       0.54704       25219         9808707584    71686         1439985664    
chr16         raider        1             0.54729       0.83035       0.45282       0.8773        0.16965       0.54718       25230         10991255552   39556         1440948224    
chr16         raider        1             0.54729       0.83035       0.45282       0.8773        0.16965       0.54718       25230         10991255552   39556         1440948224    
chr16         raider        2             0.54668       0.83024       0.45237       0.87714       0.16976       0.54763       25245         10359111680   129650        1507901440    
chr16         raider        2             0.54668       0.83024       0.45237       0.87714       0.16976       0.54763       25245         10359111680   129650        1507901440    
chr16         raider        3             0.54632       0.83          0.45187       0.87703       0.17          0.54813       25248         10213527552   162171        1480273920    
chr16         raider        3             0.54632       0.83          0.45187       0.87703       0.17          0.54813       25248         10213527552   162171        1480273920    
chr16         raider        4             0.54571       0.83045       0.45224       0.87694       0.16955       0.54776       25253         10212507648   129972        1518784512    
chr16         raider        4             0.54571       0.83045       0.45224       0.87694       0.16955       0.54776       25253         10212507648   129972        1518784512    
chr16         raider        5             0.54511       0.83265       0.45521       0.87708       0.16735       0.54479       25259         10991849472   79568         1639874560    
chr16         raider        5             0.54511       0.83265       0.45521       0.87708       0.16735       0.54479       25259         10991849472   79568         1639874560    
chr16         raider        6             0.54554       0.83394       0.45732       0.87735       0.16606       0.54268       28802         10213359616   194979        1656733696    
chr16         raider        6             0.54554       0.83394       0.45732       0.87735       0.16606       0.54268       28802         10213359616   194979        1656733696    
chr17         raider        0             0.56464       0.7197        0.36778       0.85129       0.2803        0.63222       25250         9815851008    86980         1443151872    
chr17         raider        0             0.56464       0.7197        0.36778       0.85129       0.2803        0.63222       25250         9815851008    86980         1443151872    
chr17         raider        1             0.56414       0.72169       0.36923       0.85149       0.27831       0.63077       28801         9815457792    97870         1440583680    
chr17         raider        1             0.56414       0.72169       0.36923       0.85149       0.27831       0.63077       28801         9815457792    97870         1440583680    
chr17         raider        2             0.56438       0.72436       0.37158       0.85203       0.27564       0.62842       28809         8611635200    123211        1445613568    
chr17         raider        2             0.56438       0.72436       0.37158       0.85203       0.27564       0.62842       28809         8611635200    123211        1445613568    
chr17         raider        3             0.56388       0.72975       0.37599       0.85282       0.27025       0.62401       28820         10210205696   8172          1442930688    
chr17         raider        3             0.56388       0.72975       0.37599       0.85282       0.27025       0.62401       28820         10210205696   8172          1442930688    
chr17         raider        4             0.56355       0.73227       0.37806       0.85316       0.26773       0.62194       28834         8613228544    137931        1603969024    
chr17         raider        4             0.56355       0.73227       0.37806       0.85316       0.26773       0.62194       28834         8613228544    137931        1603969024    
