org            	tool           	seed_num       	l              	w              	w/l            	f              	tpr            	tnr            	ToolCpuTime    	ToolMem        	ToolVMem       	ConCoverage    	QuCoverage     	seed                                    
ce10.chrV      	RepeatScout    	-1             	NA             	NA             	NA             	2              	0.698          	0.891          	3652           	200708096      	325574656      	0.985          	0.663          		NA
ce10.chrV      	phRAIDER       	4              	94             	40             	0.426          	2              	0.661          	0.76           	12             	622985216      	745443328      	0.944          	0.808          		1000100000000001011100100110100010010101110111111110111010100100010110010011101000000000010001
ce10.chrV      	phRAIDER       	0              	94             	40             	0.426          	2              	0.652          	0.765          	11             	622465024      	746479616      	0.974          	0.801          		1100010110101011010100100111000001010000010101001010100000101000001110010010101101010110100011
ce10.chrV      	phRAIDER       	12             	94             	40             	0.426          	2              	0.665          	0.767          	11             	0              	0              	0.963          	0.807          		1110100000010011110001000000100001111010110101001010110101111000010000001000111100100000010111
ce10.chrV      	phRAIDER       	8              	94             	40             	0.426          	2              	0.657          	0.77           	11             	0              	0              	0.955          	0.805          		1100011000011001000001010100001000100110011111111111100110010001000010101000001001100001100011
ce10.chrV      	phRAIDER       	7              	94             	40             	0.426          	2              	0.655          	0.771          	11             	0              	0              	0.963          	0.8            		1111000011000000000101101110101010011001101000000001011001100101010111011010000000001100001111
ce10.chrV      	phRAIDER       	16             	94             	40             	0.426          	2              	0.661          	0.771          	11             	0              	0              	0.965          	0.806          		1000100010100111110001000101110000001011100001111000011101000000111010001000111110010100010001
ce10.chrV      	phRAIDER       	3              	94             	40             	0.426          	2              	0.652          	0.776          	11             	0              	0              	0.974          	0.802          		1010001111100110110000010000100001000111010100110010101110001000010000100000110110011111000101
ce10.chrV      	phRAIDER       	15             	94             	40             	0.426          	2              	0.654          	0.775          	10             	0              	0              	0.961          	0.809          		1111000101001000101000000101010010010010100111111110010100100100101010000001010001001010001111
ce10.chrV      	phRAIDER       	11             	94             	40             	0.426          	2              	0.661          	0.773          	11             	0              	0              	0.966          	0.803          		1010011111100000000011001110110000101000011100000011100001010000110111001100000000011111100101
ce10.chrV      	phRAIDER       	19             	94             	40             	0.426          	2              	0.66           	0.774          	11             	0              	0              	0.971          	0.804          		1001001000111001111100110000000001101110110000000000110111011000000000110011111001110001001001
ce10.chrV      	phRAIDER       	5              	94             	40             	0.426          	2              	0.655          	0.769          	11             	0              	0              	0.966          	0.801          		1011001010101000101010001001000000110100100111111110010010110000001001000101010001010101001101
ce10.chrV      	phRAIDER       	1              	94             	40             	0.426          	2              	0.655          	0.765          	12             	623837184      	746270720      	0.963          	0.806          		1110010001010000001101010100100110001100010011111100100011000110010010101011000000101000100111
ce10.chrV      	phRAIDER       	13             	94             	40             	0.426          	2              	0.655          	0.764          	11             	0              	0              	0.972          	0.804          		1010100110001100111011000010101010000011110000000000111100000101010100001101110011000110010101
ce10.chrV      	phRAIDER       	9              	94             	40             	0.426          	2              	0.658          	0.762          	11             	0              	0              	0.95           	0.804          		1001000000011001001110010001000101111010001110110111000101111010001000100111001001100000001001
ce10.chrV      	phRAIDER       	17             	94             	40             	0.426          	2              	0.658          	0.758          	11             	588439552      	710799360      	0.953          	0.806          		1001000011101010001000001001011100000011110011111100111100000011101001000001000101011100001001
ce10.chrV      	phRAIDER       	6              	94             	40             	0.426          	2              	0.651          	0.765          	11             	0              	0              	0.968          	0.804          		1011010110010001000111000100000100110100011101001011100010110010000010001110001000100110101101
ce10.chrV      	phRAIDER       	2              	94             	40             	0.426          	2              	0.654          	0.775          	11             	624205824      	746676224      	0.974          	0.808          		1101001011000110110001100100101100110000000101001010000000110011010010011000110110001101001011
ce10.chrV      	phRAIDER       	14             	94             	40             	0.426          	2              	0.657          	0.765          	12             	623575040      	746033152      	0.956          	0.803          		1010100100000000001111100011001010001001111101001011111001000101001100011111000000000010010101
ce10.chrV      	phRAIDER       	10             	94             	40             	0.426          	2              	NA             	NA             	11             	0              	0              	0.957          	0.801          		1000111100000000101100100001111010110010110000110000110100110101111000010011010000000011110001
ce10.chrV      	phRAIDER       	18             	94             	40             	0.426          	2              	0.658          	0.758          	11             	0              	0              	0.957          	0.808          		1011000011110000010000001011000110101111001000110001001111010110001101000000100000111100001101
ce10.chrV      	phRAIDER       	26             	100            	40             	0.4            	2              	0.651          	0.776          	11             	0              	0              	0.975          	0.809          		1010100001111110011010000000100100010000011101000110001011100000100010010000000101100111111000010101
ce10.chrV      	phRAIDER       	38             	100            	40             	0.4            	2              	0.653          	0.772          	11             	0              	0              	0.96           	0.807          		1000000111101000010010100100101010011010111001000000001001110101100101010010010100100001011110000001
ce10.chrV      	phRAIDER       	34             	100            	40             	0.4            	2              	0.642          	0.77           	11             	622862336      	746844160      	0.975          	0.806          		1111000110101000110100101001110000101100100000000000000000010011010000111001010010110001010110001111
ce10.chrV      	phRAIDER       	20             	100            	40             	0.4            	2              	0.643          	0.757          	12             	622653440      	746819584      	0.963          	0.809          		1100011001100101001000000101000101010110100101001001001010010110101010001010000001001010011001100011
