org            	tool           	seed_num       	l              	w              	w/l            	f              	tpr            	tnr            	ToolCpuTime    	ToolMem        	ToolVMem       	ConCoverage    	QuCoverage     	seed                                    
ce10.chrV      	RepeatScout    	-1             	NA             	NA             	NA             	2              	0.698          	0.891          	3658           	200642560      	325971968      	0.985          	0.663          		NA
ce10.chrV      	phRAIDER       	0              	41             	40             	0.976          	2              	0.694          	0.783          	8              	0              	0              	0.965          	0.752          		11111111111111111101111111111111111111111
ce10.chrV      	phRAIDER       	4              	41             	40             	0.976          	2              	0.696          	0.791          	8              	689307648      	811773952      	0.965          	0.749          		11111111111111111111111111111111011111111
ce10.chrV      	phRAIDER       	8              	41             	40             	0.976          	2              	0.692          	0.785          	10             	675848192      	798203904      	0.964          	0.75           		11111111111111101111111111111111111111111
ce10.chrV      	phRAIDER       	2              	41             	40             	0.976          	2              	0.693          	0.792          	9              	0              	0              	0.964          	0.747          		11111111111111111111111111111111111101111
ce10.chrV      	phRAIDER       	6              	41             	40             	0.976          	2              	0.69           	0.787          	8              	59940864       	183189504      	0.964          	0.741          		11111111111111111111111111111111111111011
ce10.chrV      	phRAIDER       	1              	41             	40             	0.976          	2              	0.695          	0.79           	8              	0              	0              	0.965          	0.748          		11111111111111111111111111111111101111111
ce10.chrV      	phRAIDER       	5              	41             	40             	0.976          	2              	0.693          	0.786          	8              	32874496       	156499968      	0.964          	0.745          		11111111111111111111111111111111111110111
ce10.chrV      	phRAIDER       	9              	41             	40             	0.976          	2              	0.692          	0.785          	8              	0              	0              	0.964          	0.749          		11111111111110111111111111111111111111111
ce10.chrV      	phRAIDER       	3              	41             	40             	0.976          	2              	0.689          	0.786          	8              	0              	0              	0.963          	0.742          		11111111111111111111111111111111111111101
ce10.chrV      	phRAIDER       	7              	41             	40             	0.976          	2              	0.692          	0.785          	9              	0              	0              	0.965          	0.751          		11111111111111111111011111111111111111111
ce10.chrV      	phRAIDER       	15             	42             	40             	0.952          	2              	0.696          	0.779          	8              	0              	0              	0.966          	0.755          		111111111111111111110111111111111110111111
ce10.chrV      	phRAIDER       	12             	42             	40             	0.952          	2              	0.695          	0.781          	9              	630611968      	798289920      	0.965          	0.752          		111111111111110111111111111111111111111101
ce10.chrV      	phRAIDER       	18             	42             	40             	0.952          	2              	0.706          	0.766          	9              	618762240      	741179392      	0.964          	0.757          		111111111101111111111111111011111111111111
ce10.chrV      	phRAIDER       	17             	42             	40             	0.952          	2              	0.699          	0.781          	9              	675868672      	798228480      	0.964          	0.755          		101111111111111111111111110111111111111111
ce10.chrV      	phRAIDER       	10             	42             	40             	0.952          	2              	0.696          	0.786          	9              	0              	0              	0.964          	0.754          		111110111111111111111111111111101111111111
ce10.chrV      	phRAIDER       	14             	42             	40             	0.952          	2              	0.693          	0.776          	8              	0              	0              	0.965          	0.752          		111111111110111101111111111111111111111111
ce10.chrV      	phRAIDER       	13             	42             	40             	0.952          	2              	0.699          	0.776          	9              	618938368      	741302272      	0.966          	0.758          		111111111111111111101111111111011111111111
ce10.chrV      	phRAIDER       	19             	42             	40             	0.952          	2              	0.694          	0.78           	8              	0              	0              	0.963          	0.754          		111111101111111110111111111111111111111111
ce10.chrV      	phRAIDER       	16             	42             	40             	0.952          	2              	0.693          	0.785          	8              	0              	0              	0.965          	0.748          		111111111111111111111111111111111111001111
ce10.chrV      	phRAIDER       	11             	42             	40             	0.952          	2              	0.689          	0.777          	9              	618692608      	741122048      	0.964          	0.748          		111111111110101111111111111111111111111111
ce10.chrV      	phRAIDER       	24             	43             	40             	0.93           	2              	0.698          	0.78           	9              	0              	0              	0.967          	0.762          		1111111111111111011101111111111011111111111
ce10.chrV      	phRAIDER       	28             	43             	40             	0.93           	2              	0.696          	0.773          	9              	618815488      	741220352      	0.965          	0.758          		1110111111111111101111111111111111111011111
ce10.chrV      	phRAIDER       	22             	43             	40             	0.93           	2              	0.699          	0.779          	9              	0              	0              	0.961          	0.756          		1011111111011111111111111111111011111111111
ce10.chrV      	phRAIDER       	26             	43             	40             	0.93           	2              	0.695          	0.772          	8              	33112064       	155824128      	0.964          	0.757          		1111101111111011111011111111111111111111111
ce10.chrV      	phRAIDER       	21             	43             	40             	0.93           	2              	0.702          	0.78           	8              	0              	0              	0.965          	0.761          		1110111111111111111110111111111011111111111
ce10.chrV      	phRAIDER       	25             	43             	40             	0.93           	2              	0.699          	0.782          	9              	0              	0              	0.965          	0.753          		1111111111011110111111111111111111111011111
ce10.chrV      	phRAIDER       	29             	43             	40             	0.93           	2              	0.701          	0.77           	9              	0              	0              	0.964          	0.758          		1111111110111111110111111111111111111101111
ce10.chrV      	phRAIDER       	23             	43             	40             	0.93           	2              	0.701          	0.774          	10             	618913792      	741330944      	0.965          	0.761          		1111101111111111111111110111111011111111111
ce10.chrV      	phRAIDER       	27             	43             	40             	0.93           	2              	0.696          	0.783          	8              	0              	0              	0.964          	0.751          		1111111111110111111111111111111111111111001
ce10.chrV      	phRAIDER       	20             	43             	40             	0.93           	2              	0.706          	0.766          	8              	69423104       	192651264      	0.965          	0.759          		1110111111111111111111111011111111101111111
ce10.chrV      	phRAIDER       	34             	44             	40             	0.909          	2              	0.703          	0.771          	9              	244473856      	366755840      	0.965          	0.763          		11101111111111111011101111111101111111111111
