org            	tool           	seed_num       	l              	w              	w/l            	f              	tpr            	tnr            	ToolCpuTime    	ToolMem        	ToolVMem       	ConCoverage    	QuCoverage     	seed                                    
ce10.chrV      	RepeatScout    	-1             	NA             	NA             	NA             	2              	0.698          	0.891          	7201           	199675904      	325574656      	0.985          	0.663          		NA
ce10.chrV      	phRAIDER       	35             	42             	40             	0.952          	2              	0.694          	0.78           	9              	0              	0              	0.963          	0.754          		111011111111111110111111111111111111111111
ce10.chrV      	phRAIDER       	49             	42             	40             	0.952          	2              	0.692          	0.77           	9              	0              	0              	0.963          	0.748          		111111111011111011111111111111111111111111
ce10.chrV      	phRAIDER       	67             	42             	40             	0.952          	2              	0.704          	0.763          	11             	0              	0              	0.966          	0.758          		111111111111111110111111011111111111111111
ce10.chrV      	phRAIDER       	23             	42             	40             	0.952          	2              	0.7            	0.776          	8              	0              	0              	0.966          	0.758          		111111111111110111111111111111011111111111
ce10.chrV      	phRAIDER       	42             	42             	40             	0.952          	2              	0.701          	0.777          	10             	0              	0              	0.964          	0.752          		111111111101111111111111111110111111111111
ce10.chrV      	phRAIDER       	47             	42             	40             	0.952          	2              	0.688          	0.783          	9              	0              	0              	0.96           	0.743          		110101111111111111111111111111111111111111
ce10.chrV      	phRAIDER       	26             	42             	40             	0.952          	2              	0.697          	0.781          	9              	618852352      	741294080      	0.965          	0.754          		111111111111111101111111111111111111110111
ce10.chrV      	phRAIDER       	36             	42             	40             	0.952          	2              	0.692          	0.774          	9              	0              	0              	0.965          	0.752          		111111111111110101111111111111111111111111
ce10.chrV      	phRAIDER       	40             	42             	40             	0.952          	2              	0.701          	0.774          	9              	0              	0              	0.966          	0.757          		111111111111011111111111101111111111111111
ce10.chrV      	phRAIDER       	76             	42             	40             	0.952          	2              	0.693          	0.782          	9              	618541056      	740982784      	0.963          	0.752          		111111011111111101111111111111111111111111
ce10.chrV      	phRAIDER       	13             	44             	40             	0.909          	2              	0.704          	0.769          	9              	0              	0              	0.964          	0.762          		11111011111011101111111111111111011111111111
ce10.chrV      	phRAIDER       	18             	44             	40             	0.909          	2              	0.696          	0.765          	9              	0              	0              	0.963          	0.76           		10111110111111111101111111111111111110111111
ce10.chrV      	phRAIDER       	43             	44             	40             	0.909          	2              	0.702          	0.771          	8              	0              	0              	0.966          	0.758          		11111101111111111011111111111111111110011111
ce10.chrV      	phRAIDER       	57             	44             	40             	0.909          	2              	0.703          	0.745          	8              	0              	0              	0.967          	0.762          		11111111111111101110111111110111111110111111
ce10.chrV      	phRAIDER       	78             	44             	40             	0.909          	2              	0.701          	0.763          	9              	0              	0              	0.967          	0.763          		11111111111111111111111111110110011111011111
ce10.chrV      	phRAIDER       	114            	44             	40             	0.909          	2              	0.707          	0.764          	9              	619384832      	741834752      	0.966          	0.766          		11111111110111111111111110111101111011111111
ce10.chrV      	phRAIDER       	50             	44             	40             	0.909          	2              	0.699          	0.771          	9              	0              	0              	0.965          	0.762          		11111011111110111111011111111111111101111111
ce10.chrV      	phRAIDER       	112            	44             	40             	0.909          	2              	0.701          	0.772          	8              	0              	0              	0.965          	0.762          		11101111111111111011111011110111111111111111
ce10.chrV      	phRAIDER       	58             	44             	40             	0.909          	2              	0.706          	0.772          	9              	617549824      	741683200      	0.966          	0.764          		11110111111111111110111111011111110111111111
ce10.chrV      	phRAIDER       	107            	44             	40             	0.909          	2              	0.705          	0.772          	14             	617082880      	741224448      	0.963          	0.76           		11101011111111111111111111110011111111111111
ce10.chrV      	phRAIDER       	80             	46             	40             	0.87           	2              	0.704          	0.762          	9              	0              	0              	0.967          	0.762          		1111111011111111111111110111111111100101111011
ce10.chrV      	phRAIDER       	100            	46             	40             	0.87           	2              	0.703          	0.761          	10             	619765760      	742092800      	0.967          	0.769          		1111111110111110111111011111111001111111111011
ce10.chrV      	phRAIDER       	75             	46             	40             	0.87           	2              	0.699          	0.78           	9              	0              	0              	0.961          	0.76           		1011011111011110111111110111111111111111110111
ce10.chrV      	phRAIDER       	85             	46             	40             	0.87           	2              	0.706          	0.761          	9              	0              	0              	0.969          	0.768          		1111111111111010111111111100101111110111111111
ce10.chrV      	phRAIDER       	69             	46             	40             	0.87           	2              	0.708          	0.758          	9              	0              	0              	0.967          	0.761          		1111110111111111111111111101111111100110011111
ce10.chrV      	phRAIDER       	24             	46             	40             	0.87           	2              	0.705          	0.761          	9              	466857984      	589291520      	0.967          	0.769          		1111011111111111111111100111100111111111011111
ce10.chrV      	phRAIDER       	44             	46             	40             	0.87           	2              	0.706          	0.766          	9              	0              	0              	0.967          	0.77           		1111111110111111110111111101111011011111110111
ce10.chrV      	phRAIDER       	102            	46             	40             	0.87           	2              	0.709          	0.766          	9              	619827200      	742141952      	0.969          	0.767          		1111111111111111111111011010111011111111001111
ce10.chrV      	phRAIDER       	117            	46             	40             	0.87           	2              	0.702          	0.774          	9              	0              	0              	0.964          	0.762          		1111011101111111101111111111111111101111100111
ce10.chrV      	phRAIDER       	63             	46             	40             	0.87           	2              	0.699          	0.772          	9              	0              	0              	0.967          	0.758          		1111111111111111111111111111111011100111100101
ce10.chrV      	phRAIDER       	19             	48             	40             	0.833          	2              	0.702          	0.772          	9              	0              	0              	0.963          	0.772          		101111111010110110111110111111111011111101111111
ce10.chrV      	phRAIDER       	53             	48             	40             	0.833          	2              	0.705          	0.764          	9              	619970560      	742346752      	0.967          	0.771          		111110111111110111111011111011100111111111110011
ce10.chrV      	phRAIDER       	56             	48             	40             	0.833          	2              	0.709          	0.765          	9              	0              	0              	0.965          	0.766          		111101111011111111111111011111110111111100001111
ce10.chrV      	phRAIDER       	84             	48             	40             	0.833          	2              	0.699          	0.764          	9              	619532288      	741928960      	0.961          	0.771          		101110111101011111101110111010111111111111111111
ce10.chrV      	phRAIDER       	3              	48             	40             	0.833          	2              	0.705          	0.759          	9              	0              	0              	0.967          	0.771          		111111111011111100111111101111110111111111001101
ce10.chrV      	phRAIDER       	45             	48             	40             	0.833          	2              	0.7            	0.768          	9              	381194240      	503537664      	0.968          	0.769          		111111111011011011100111111111111101110011111111
ce10.chrV      	phRAIDER       	99             	48             	40             	0.833          	2              	0.704          	0.76           	9              	0              	0              	0.968          	0.769          		111101111111111111111101101111101111101111001011
ce10.chrV      	phRAIDER       	55             	48             	40             	0.833          	2              	0.706          	0.758          	10             	0              	0              	0.97           	0.77           		111111111110111111111110111011111110010111010111
ce10.chrV      	phRAIDER       	113            	48             	40             	0.833          	2              	0.703          	0.771          	9              	0              	0              	0.965          	0.769          		111101111101100111110001111111101111111111111111
ce10.chrV      	phRAIDER       	116            	48             	40             	0.833          	2              	0.703          	0.772          	13             	0              	0              	0.963          	0.774          		110111011101111110111111101011111111111101111011
ce10.chrV      	phRAIDER       	31             	50             	40             	0.8            	2              	0.702          	0.77           	9              	618418176      	742449152      	0.965          	0.773          		11101101111011111111111100011111011110111111011101
ce10.chrV      	phRAIDER       	61             	50             	40             	0.8            	2              	0.702          	0.771          	9              	0              	0              	0.968          	0.775          		11011110111111111101010110101111111111110110101111
ce10.chrV      	phRAIDER       	109            	50             	40             	0.8            	2              	0.708          	0.764          	10             	620437504      	742793216      	0.969          	0.772          		11111111110011111111111101111110010111001011111011
ce10.chrV      	phRAIDER       	64             	50             	40             	0.8            	2              	0.702          	0.767          	9              	619737088      	742109184      	0.96           	0.775          		10011101101110110111111110111011111111110101111111
ce10.chrV      	phRAIDER       	15             	50             	40             	0.8            	2              	0.701          	0.742          	9              	620331008      	742739968      	0.968          	0.775          		10111111111011100011011111101111111001101111111111
ce10.chrV      	phRAIDER       	54             	50             	40             	0.8            	2              	0.703          	0.776          	9              	0              	0              	0.969          	0.772          		11111011111111010010011101111111111011101111111011
ce10.chrV      	phRAIDER       	83             	50             	40             	0.8            	2              	0.702          	0.767          	9              	0              	0              	0.97           	0.772          		11011111111110111011011101011111111010001111111111
