	SW	perc	perc	perc	query	position in query	matching	repeat	position in  repeat
	score	div.	del.	ins.	sequence	begin	end	(left)	repeat	class/family	begin	end (left)	ID
	0	0	0	0	ChrI	1622	1744	(2087931)	+	LONGPAL1	DNA	0	0	(0)	6
	0	0	0	0	ChrI	2052	3026	(2086649)	+	PALTTTAAA3	DNA	0	0	(0)	7
	0	0	0	0	ChrI	3124	3652	(2086023)	+	PALTTTAAA3	DNA	0	0	(0)	8
	0	0	0	0	ChrI	4423	4750	(2084925)	+	CELE2	DNA	0	0	(0)	9
	0	0	0	0	ChrI	7166	7254	(2082421)	+	PALTTTAAA3	DNA	0	0	(0)	18
	0	0	0	0	ChrI	9434	9508	(2080167)	+	NPALTA1_CE	DNA	0	0	(0)	23
	0	0	0	0	ChrI	10806	11012	(2078663)	+	CELE1	DNA	0	0	(0)	29
	0	0	0	0	ChrI	13468	13558	(2076117)	+	TIR9TA1C_CE	DNA	0	0	(0)	33
	0	0	0	0	ChrI	14785	14896	(2074779)	+	CELE1	DNA	0	0	(0)	37
	0	0	0	0	ChrI	15528	15886	(2073789)	+	PALTA3_CE	DNA	0	0	(0)	39
	0	0	0	0	ChrI	17249	17418	(2072257)	+	CEMUDR1	MuDR	0	0	(0)	41
	0	0	0	0	ChrI	21736	21945	(2067730)	+	NPAL0A_CE	DNA	0	0	(0)	48
	0	0	0	0	ChrI	30548	30640	(2059035)	+	CELE6	DNA	0	0	(0)	61
	0	0	0	0	ChrI	31005	31105	(2058570)	+	CELE1	DNA	0	0	(0)	64
	0	0	0	0	ChrI	34205	34441	(2055234)	+	CELE42	DNA	0	0	(0)	67
	0	0	0	0	ChrI	35680	35782	(2053893)	+	CELE2	DNA	0	0	(0)	68
	0	0	0	0	ChrI	35822	35880	(2053795)	+	CELE2	DNA	0	0	(0)	70
	0	0	0	0	ChrI	36974	37701	(2051974)	+	TC1A	Mariner/Tc1	0	0	(0)	71
	0	0	0	0	ChrI	42672	42825	(2046850)	+	CELE1	DNA	0	0	(0)	80
	0	0	0	0	ChrI	43248	43465	(2046210)	+	CELE42	DNA	0	0	(0)	81
	0	0	0	0	ChrI	46555	46730	(2042945)	+	CELE14A	DNA	0	0	(0)	84
	0	0	0	0	ChrI	46901	47066	(2042609)	+	TIR21T5A_CE	DNA	0	0	(0)	85
	0	0	0	0	ChrI	49447	49540	(2040135)	+	CELE7	DNA	0	0	(0)	86
	0	0	0	0	ChrI	58870	59022	(2030653)	+	TIR9TA1C_CE	DNA	0	0	(0)	99
	0	0	0	0	ChrI	69286	69426	(2020249)	+	PALTTTAAA1	DNA	0	0	(0)	111
	0	0	0	0	ChrI	71524	71802	(2017873)	+	CELE2	DNA	0	0	(0)	116
	0	0	0	0	ChrI	73488	73611	(2016064)	+	HELITRONY1A_CE	Helitron	0	0	(0)	119
	0	0	0	0	ChrI	74441	74577	(2015098)	+	PAL3A_CE	DNA	0	0	(0)	121
	0	0	0	0	ChrI	75657	75738	(2013937)	+	PALTTTAAA1	DNA	0	0	(0)	126
	0	0	0	0	ChrI	83649	83973	(2005702)	+	CELE1	DNA	0	0	(0)	137
	0	0	0	0	ChrI	85821	86043	(2003632)	+	TIR9TA1C_CE	DNA	0	0	(0)	142
	0	0	0	0	ChrI	101833	101940	(1987735)	+	CELE1	DNA	0	0	(0)	159
	0	0	0	0	ChrI	101951	102064	(1987611)	+	CELE1	DNA	0	0	(0)	160
	0	0	0	0	ChrI	105195	105304	(1984371)	+	PALTTTAAA1	DNA	0	0	(0)	163
	0	0	0	0	ChrI	125407	125479	(1964196)	+	TIR9TA1C_CE	DNA	0	0	(0)	177
	0	0	0	0	ChrI	126845	127164	(1962511)	+	CELE1	DNA	0	0	(0)	180
	0	0	0	0	ChrI	131907	132053	(1957622)	+	CELE1	DNA	0	0	(0)	184
	0	0	0	0	ChrI	134720	135019	(1954656)	+	CELE1	DNA	0	0	(0)	191
	0	0	0	0	ChrI	145847	145896	(1943779)	+	HELITRONY4_CE	Helitron	0	0	(0)	198
	0	0	0	0	ChrI	148366	148746	(1940929)	+	LINE2G_CE	CR1	0	0	(0)	199
	0	0	0	0	ChrI	169364	169452	(1920223)	+	CELE42	DNA	0	0	(0)	219
	0	0	0	0	ChrI	185099	187028	(1902647)	+	TC4	Mariner/Tc1	0	0	(0)	233
	0	0	0	0	ChrI	187052	188581	(1901094)	+	TC4	Mariner/Tc1	0	0	(0)	233
	0	0	0	0	ChrI	190059	190321	(1899354)	+	HELITRONY4_CE	Helitron	0	0	(0)	240
	0	0	0	0	ChrI	192452	192571	(1897104)	+	CELE1	DNA	0	0	(0)	243
	0	0	0	0	ChrI	194012	194228	(1895447)	+	PAL8C_3	hAT	0	0	(0)	247
	0	0	0	0	ChrI	196919	197171	(1892504)	+	CELE45	SINE2/tRNA	0	0	(0)	252
